identifiers_isbn_10,identifiers_isbn_13,identifiers_openlibrary,links,url,number_of_pages,pagination,ebooks,subject_people,weight,subject_places,subject_times,key,cover_small,cover_medium,cover_large,by_statement,title,publish_date,table_of_contents,publish_places,subjects,authors,classifications_lc_classifications,excerpts,notes,subtitle,publishers,classifications,identifiers_librarything,identifiers_goodreads,identifiers_lccn,identifiers_oclc,cover,classifications_dewey_decimal_class,identifiers_amazon,identifiers_wikidata,identifiers_overdrive,identifiers_alibris_id,identifiers_google,identifiers_musicbrainz
0330107127,9780330107129,OL10487437M,,https://openlibrary.org/books/OL10487437M/Red_Planet,176.0,,,,,Mars (Planet),,/books/OL10487437M,,,,,Red Planet,1967,,,"Mars (Planet); Fiction; Science fiction; Life on other planets; Human-alien encounters; Martians; Boys; Juvenile fiction; Space colonies; Fiction, science fiction, general; American Science fiction",Robert A. Heinlein,,,,,Pan Books,,18907,1035511,,,,,,,,,,
0330107135,9780330107136,OL10487438M,,https://openlibrary.org/books/OL10487438M/Farmer_in_the_Sky,174.0,,,Robert A. Heinlein (1907-1988),,,,/books/OL10487438M,,,,,Farmer in the Sky,1973,,,"American Science fiction; Scouting (Youth activity); Criticism and interpretation; Fathers and sons; Fiction; Coming of age; Science fiction; Space colonies; Farm life; award:retro_hugo; Fiction, science fiction, general; Long Now Manual for Civilization",Robert A. Heinlein,,,,,Pan Books Ltd.,,43704,1035497,,,,,,,,,,
0340837934,9780340837931,OL10677065M,,https://openlibrary.org/books/OL10677065M/Starship_Troopers,224.0,,,,4.2 ounces,,,/books/OL10677065M,https://covers.openlibrary.org/b/id/2402100-S.jpg,https://covers.openlibrary.org/b/id/2402100-M.jpg,https://covers.openlibrary.org/b/id/2402100-L.jpg,,Starship Troopers,"March 14, 2005",,,"Fiction; Hugo Award Winner; Science fiction; Space warfare; award:hugo_award=1960; award:hugo_award=novel; Long Now Manual for Civilization; Large type books; Fiction, science fiction, action & adventure; Fiction, science fiction, general; Guerre spatiale; Romans, nouvelles; American Science fiction; Extraterrestrial beings",Robert A. Heinlein,PS3515.E288,,,,Hodder & Stoughton Paperbacks,,7802,50894,,,,,,,,,,
0340837942,9780340837948,OL9676528M,,https://openlibrary.org/books/OL9676528M/The_Moon_Is_a_Harsh_Mistress,288.0,,,,5.6 ounces,Moon,,/books/OL9676528M,https://covers.openlibrary.org/b/id/206029-S.jpg,https://covers.openlibrary.org/b/id/206029-M.jpg,https://covers.openlibrary.org/b/id/206029-L.jpg,,The Moon Is a Harsh Mistress,"March 14, 2005",,,"Fiction, science fiction, general; Stone, hazel (fictitious character), fiction; American Science fiction; Fiction; Hugo Award Winner; Imaginary wars and battles; award:hugo_award=1967; award:hugo_award=novel; Penal colonies; Revolutions; Artificial intelligence; Long Now Manual for Civilization",Robert A. Heinlein,PS3515.E288,"{'text': 'I see in Lunaya Pravda that Luna City Council has passed on first reading a bill to examine, license, inspect-and tax-public food vendors operating inside municipal pressure.', 'comment': '', 'first_sentence': True}",,,Hodder & Stoughton Paperbacks,,7930,16690,,59205664,,,,,,,,
0340837950,9780340837955,OL9706342M,"{'title': 'Goodreads', 'url': 'https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land?ac=1&from_search=true&qid=kzbfCRtbr0&rank=1'}",https://openlibrary.org/books/OL9706342M/Stranger_in_a_Strange_Land,672.0,,,,11.4 ounces,Earth; Mars,,/books/OL9706342M,https://covers.openlibrary.org/b/id/206030-S.jpg,https://covers.openlibrary.org/b/id/206030-M.jpg,https://covers.openlibrary.org/b/id/206030-L.jpg,,Stranger in a Strange Land,"March 14, 2005",,,"Hugo Award Winner; award:hugo_award=1962; award:hugo_award=novel; Fiction; Fiction in English; Science fiction; American Science fiction; Religion; Cults; Sects; Martians; Life on other planets; Fiction, science fiction, general; Long Now Manual for Civilization",Robert A. Heinlein,RS3515.E288,"{'text': 'ONCE UPON A TIME when the world was young there was a Martian named Smith.', 'comment': '', 'first_sentence': True}",,,Hodder & Stoughton Paperbacks,,6904,14336,,,,,,,,,,
034093834X,9780340938348,OL28779636M,"{'title': 'Goodreads', 'url': 'https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land?ac=1&from_search=true&qid=kzbfCRtbr0&rank=1'}",https://openlibrary.org/books/OL28779636M/Stranger_in_a_Strange_Land,655.0,,,,,Earth; Mars,,/books/OL28779636M,https://covers.openlibrary.org/b/id/10357657-S.jpg,https://covers.openlibrary.org/b/id/10357657-M.jpg,https://covers.openlibrary.org/b/id/10357657-L.jpg,,Stranger in a Strange Land,"Jun 01, 2007",,,"Hugo Award Winner; award:hugo_award=1962; award:hugo_award=novel; Fiction; Fiction in English; Science fiction; American Science fiction; Religion; Cults; Sects; Martians; Life on other planets; Fiction, science fiction, general; Long Now Manual for Civilization",Robert A. Heinlein,RS3515.E288,,Source title: Stranger in a Strange Land: The Science Fiction Classic Uncut (Hodder Great Reads),The Science Fiction Classic Uncut,Hodder & Stoughton; imusti,,,,,,,,,,,,,
0345013883,9780345013880,OL10680957M,,https://openlibrary.org/books/OL10680957M/Red_Planet,,,,,,Mars (Planet),,/books/OL10680957M,https://covers.openlibrary.org/b/id/13227011-S.jpg,https://covers.openlibrary.org/b/id/13227011-M.jpg,https://covers.openlibrary.org/b/id/13227011-L.jpg,,Red Planet,January 1990,,,"Mars (Planet); Fiction; Science fiction; Life on other planets; Human-alien encounters; Martians; Boys; Juvenile fiction; Space colonies; Fiction, science fiction, general; American Science fiction",Robert A. Heinlein,,"{'text': 'THE THIN AIR of Mars was chill but not really cold.', 'comment': '', 'first_sentence': True}",,,Del Rey Books,,18907,6998596,,,,,,,,,,
0345013891,9780345013897,OL10680958M,,https://openlibrary.org/books/OL10680958M/Robert_Heinlein_B--Puppet_Masters,,,,,,,,/books/OL10680958M,,,,,Robert Heinlein B--Puppet Masters,January 1990,,,"Science fiction; alien; invasion; Fiction, science fiction, general; Human-alien encounters; Fiction; American Science fiction; Extraterrestrial beings; Iowa, fiction",Robert A. Heinlein,,,,,Del Rey Books,,18897,50855,,229225465,,,,,,,,
0345243544,9780345243546,OL10682206M,,https://openlibrary.org/books/OL10682206M/Starman_Jones,,,"{'preview_url': 'https://archive.org/details/starmanjones0000hein', 'availability': 'restricted', 'formats': {}}",,,,,/books/OL10682206M,https://covers.openlibrary.org/b/id/8291268-S.jpg,https://covers.openlibrary.org/b/id/8291268-M.jpg,https://covers.openlibrary.org/b/id/8291268-L.jpg,,Starman Jones,1976,,,"Science fiction; Children's stories; American Science fiction; Interplanetary voyages; Time travel; Fiction; Fiction, science fiction, general; Fiction, science fiction, space opera",Robert A. Heinlein,,,,,Ballantine Books,,85592,1989933,,233936130,,,,,,,,
0345243757,9780345243751,OL9587083M,,https://openlibrary.org/books/OL9587083M/Farmer_in_the_Sky,,,,Robert A. Heinlein (1907-1988),,,,/books/OL9587083M,,,,,Farmer in the Sky,"March 12, 1975",,,"American Science fiction; Scouting (Youth activity); Criticism and interpretation; Fathers and sons; Fiction; Coming of age; Science fiction; Space colonies; Farm life; award:retro_hugo; Fiction, science fiction, general; Long Now Manual for Civilization",Robert A. Heinlein,,,,,Ballantine Books,,43704,830993,,19496079,,,,,,,,
0345260651,9780345260659,OL32335010M,,https://openlibrary.org/books/OL32335010M/Tunnel_in_the_Sky,214.0,,"{'preview_url': 'https://archive.org/details/futureworldsofro0000hein', 'availability': 'restricted', 'formats': {}}",,,,,/books/OL32335010M,https://covers.openlibrary.org/b/id/14630970-S.jpg,https://covers.openlibrary.org/b/id/14630970-M.jpg,https://covers.openlibrary.org/b/id/14630970-L.jpg,,Tunnel in the Sky,1977,,,"society; Survival; political; Interplanetary voyages; Fiction; Science fiction; adventure; space travel; Juvenile fiction; Long Now Manual for Civilization; General; Fiction - Science Fiction; Classics; Science Fiction - General; Fiction / General; Fiction, science fiction, general; American Science fiction; Children's fiction; Outer space, fiction",Robert A. Heinlein,,,,,Ballantine Books,,,,,,,,,,,,,
034526066X,9780345260666,OL10682713M,,https://openlibrary.org/books/OL10682713M/THE_STAR_BEAST,,,,,1.8 ounces,,,/books/OL10682713M,,,,,THE STAR BEAST,"March 12, 1977",,,"Science fiction; Fiction in English; Fiction, science fiction, space opera; Life on other planets; Fiction; American Science fiction; Extraterrestrial beings; Fiction, science fiction, general",Robert A. Heinlein,,,,,Del Rey,,201758,1374123,,4675234,,,,,,,,
0345260678,9780345260673,OL9482889M,,https://openlibrary.org/books/OL9482889M/The_Rolling_Stones,,,"{'preview_url': 'https://archive.org/details/rollingstonesdel00robe', 'availability': 'restricted', 'formats': {}}",Cas Stone; Poll Stone,,Mars; Earth,Future,/books/OL9482889M,https://covers.openlibrary.org/b/id/9726749-S.jpg,https://covers.openlibrary.org/b/id/9726749-M.jpg,https://covers.openlibrary.org/b/id/9726749-L.jpg,,The Rolling Stones,1977,,,"Space colonies; Fiction; Fiction, science fiction, space opera; Fiction, family life, general; Grandparents, fiction; Brothers and sisters, fiction; American Science fiction; Youth; Conduct of life; Juvenile fiction; Intergenerational relations; Martians; Voyages and travels; Pets; Twins; Martian flat cats; bicycles; epic space adventure for younger readers; The Future; American fiction",Robert A. Heinlein,PS3515.E288 A6 1977,"{'text': 'THE TWO BROTHERS stood looking the old wreck over.', 'comment': '', 'first_sentence': True}",Paperback,,Del Rey,,63092,1322143,,3348164,,,,,,,,
0345260686,9780345260680,OL9697844M,,https://openlibrary.org/books/OL9697844M/Rocket_Ship_Galileo,,,,,,,,/books/OL9697844M,https://covers.openlibrary.org/b/id/13625693-S.jpg,https://covers.openlibrary.org/b/id/13625693-M.jpg,https://covers.openlibrary.org/b/id/13625693-L.jpg,,Rocket Ship Galileo,"July 12, 1977",,,"Science fiction; Fiction in English; Large type books; Juvenile fiction; American Science fiction; Nuclear physicists; High school students; Spaceships; Fiction; Fiction, science fiction, general; Long Now Manual for Civilization",Robert A. Heinlein,,"{'text': '""Everybody all set?"" Young Ross Jenkins glanced nervously at his two chums.', 'comment': '', 'first_sentence': True}",,,Del Rey; Brand: Del Rey,,3327097,2327221,,,,,,,,,,
0345260694,9780345260697,OL9643267M,,https://openlibrary.org/books/OL9643267M/Red_Planet,,,"{'preview_url': 'https://archive.org/details/redplanet0000hein_u0k6', 'availability': 'restricted', 'formats': {}}",,,Mars (Planet),,/books/OL9643267M,https://covers.openlibrary.org/b/id/14631281-S.jpg,https://covers.openlibrary.org/b/id/14631281-M.jpg,https://covers.openlibrary.org/b/id/14631281-L.jpg,,Red Planet,1977,,,"Mars (Planet); Fiction; Science fiction; Life on other planets; Human-alien encounters; Martians; Boys; Juvenile fiction; Space colonies; Fiction, science fiction, general; American Science fiction",Robert A. Heinlein,,"{'text': 'THE THIN AIR of Mars was chill but not really cold.', 'comment': '', 'first_sentence': True}",,,Ballantine Books,,18907,1455415,,,,,,,,,,
0345260708,9780345260703,OL10682714M,,https://openlibrary.org/books/OL10682714M/Between_Planets,,,,,,Mars (Planet),,/books/OL10682714M,,,,,Between Planets,"January 12, 1978",,,"Science fiction; Venus (Planet); Fiction; Space warfare; Fiction, fantasy, general; Fiction, science fiction, general; American Science fiction; Fiction, science fiction, space opera; Space colonies",Robert A. Heinlein,,"{'text': '""EASY, boy, easy!"" Don Harvey reined in the fat little cow pony.', 'comment': '', 'first_sentence': True}",,,Del Rey,,966578,2415539,,3990340,,,,,,,,
0345260716,9780345260710,OL10682715M,"{'title': 'Wikipedia', 'url': 'https://en.wikipedia.org/wiki/Have_Space_Suit%E2%80%94Will_Travel'}",https://openlibrary.org/books/OL10682715M/Have_space_suit--will_travel,,,,,,,,/books/OL10682715M,https://covers.openlibrary.org/b/id/5071098-S.jpg,https://covers.openlibrary.org/b/id/5071098-M.jpg,https://covers.openlibrary.org/b/id/5071098-L.jpg,,Have space suit--will travel,1977,,,"Interplanetary voyages; Fiction; Science fiction; Fiction, science fiction, general; American Science fiction; Children's fiction; Outer space, fiction; Long Now Manual for Civilization",Robert A. Heinlein,,"{'text': 'You see, I had this space suit.', 'comment': '', 'first_sentence': True}",,,Ballantine,,17501,1690205,,6505339,,,,,,,,
0345260724,9780345260727,OL10682716M,,https://openlibrary.org/books/OL10682716M/Space_Cadet,,,,,,,,/books/OL10682716M,https://covers.openlibrary.org/b/id/-1-S.jpg,https://covers.openlibrary.org/b/id/-1-M.jpg,https://covers.openlibrary.org/b/id/-1-L.jpg,,Space Cadet,"August 12, 1978",,,"Science fiction; Juvenile fiction; American Science fiction; Space warfare; Fiction; Large type books; Guerre spatiale; Romans, nouvelles; Fiction, science fiction, general; Russian language; Fiction, science fiction, space opera",Robert A. Heinlein,,,,,Del Rey,,17542,1836664,,4474396,,,,,,,,
0345260732,9780345260734,OL10682717M,,https://openlibrary.org/books/OL10682717M/TIME_FOR_THE_STARS,,,,,,,,/books/OL10682717M,,,,,TIME FOR THE STARS,1978,,,,,,,,,BALLATINE BOOKS,,17586,3306765,,4159145,,,,,,,,
0345260740,9780345260741,OL9609431M,,https://openlibrary.org/books/OL9609431M/Citizen_of_the_Galaxy,,,,,,,,/books/OL9609431M,,,,,Citizen of the Galaxy,"June 12, 1978",,,"Science fiction; Translations into Russian; Space flight -- Fiction; Children's stories; Juvenile fiction; Slaves; Interplanetary voyages; Fiction, science fiction, general; American Science fiction; Child slaves; Fiction; Beggars; Slavery; Children's fiction",Robert A. Heinlein,,"{'text': '""LOT NINETY-SEVEN,"" the auctioneer announced.', 'comment': '', 'first_sentence': True}",,,Del Rey,,17486,540493,,4017285,,,,,,,,
0345275802,9780345275806,OL10682969M,,https://openlibrary.org/books/OL10682969M/The_Star_Beast,,,"{'preview_url': 'https://archive.org/details/isbn_0345275802', 'availability': 'restricted', 'formats': {}}",,,,,/books/OL10682969M,https://covers.openlibrary.org/b/id/14631512-S.jpg,https://covers.openlibrary.org/b/id/14631512-M.jpg,https://covers.openlibrary.org/b/id/14631512-L.jpg,,The Star Beast,1978,,,"Science fiction; Fiction in English; Fiction, science fiction, space opera; Life on other planets; Fiction; American Science fiction; Extraterrestrial beings; Fiction, science fiction, general",Robert A. Heinlein,,"{'text': 'LUMMOX was bored and hungry.', 'comment': '', 'first_sentence': True}",,,Ballantine Books,,201758,2090094,,,,,,,,,,
0345275810,9780345275813,OL10682970M,,https://openlibrary.org/books/OL10682970M/The_Rolling_Stones,,,,Cas Stone; Poll Stone,,Mars; Earth,Future,/books/OL10682970M,,,,,The Rolling Stones,"February 12, 1978",,,"Space colonies; Fiction; Fiction, science fiction, space opera; Fiction, family life, general; Grandparents, fiction; Brothers and sisters, fiction; American Science fiction; Youth; Conduct of life; Juvenile fiction; Intergenerational relations; Martians; Voyages and travels; Pets; Twins; Martian flat cats; bicycles; epic space adventure for younger readers; The Future; American fiction",Robert A. Heinlein,,"{'text': 'THE TWO BROTHERS stood looking the old wreck over.', 'comment': '', 'first_sentence': True}",,,Del Rey,,63092,2090089,,,,,,,,,,
0030564727,,OL3968642M,"{'title': 'Wikipedia', 'url': 'https://en.wikipedia.org/wiki/Frankenstein'}; {'title': 'Wikidata', 'url': 'https://www.wikidata.org/wiki/Q150827'}; {'title': 'VIAF ID: 185508590', 'url': 'https://viaf.org/viaf/185508590'}; {'title': 'BookBrainz', 'url': 'https://bookbrainz.org/work/7eeea395-1cf8-4812-a133-a14fe5d5d08b'}; {'title': 'inventaire.io', 'url': 'https://inventaire.io/entity/wd:Q150827'}",https://openlibrary.org/books/OL3968642M/Frankenstein_or_The_modern_Prometheus_with_connections,254.0,254 p. ;,"{'preview_url': 'https://archive.org/details/frankensteinormo0000shel_n5l3', 'availability': 'restricted', 'formats': {}}",Mary Wollstonecraft Shelley (1797-1851); Victor Frankenstein (Fictitious character); Frankenstein's Monster (Fictitious character),,Geneva (Switzerland); St. Petersburgh; Archangel; Lucerne; Switzerland; Geneva,1700s,/books/OL3968642M,https://covers.openlibrary.org/b/id/6707226-S.jpg,https://covers.openlibrary.org/b/id/6707226-M.jpg,https://covers.openlibrary.org/b/id/6707226-L.jpg,Mary Shelley.,"Frankenstein, or, The modern Prometheus : with connections",1999,,Austin,"Frankenstein (Fictitious character); Frankenstein's monster (Fictitious character); Fiction; Victor Frankenstein (Fictitious character); Scientists; Monsters; Fiction, horror; Frankenstein (fictitious character), fiction; Physicians, fiction; British fiction (fictional works by one author); Scientists, fiction; Geneva (Switzerland), fiction; Children's fiction; Horror stories; Fiction, science fiction, general; Fiction, general; Horror tales; Frankenstein (Shelley, Mary Wollstonecraft); Large type books; English fiction; Study guides; Examinations; Criticism and interpretation; Fiction, gothic; English language, textbooks for foreign speakers; Reading comprehension; Monsters, fiction; English literature; Comics & graphic novels, science fiction; Comics & graphic novels, horror; Comic books, strips, etc.; Comics & graphic novels, literary; Shelley, Mary Wollstonecraft, 1797-1851; English fiction (collections), 19th century; Literature and fiction, horror and ghost stories; Readers; Science fiction, history and criticism; Horror tales, history and criticism; Children's stories; Monstrous; Novela; History and criticism; Horror fiction; British and irish fiction (fictional works by one author); Fiction, historical, general; literary criticism; English Science fiction; English Horror tales; Scientists in literature; Monsters in literature; Science, experiments, fiction; Authors; Travel; Reincarnation; Self-actualization (Psychology); Vida espiritual; Arte de vivir; Conducta (Ética); Self-realization; Reading materials; Fiction, science fiction, hard science fiction; Switzerland, fiction; Literature and fiction, women authors; Literature, history and criticism; Science fiction; Cartoons and comics; Monstres; Romans, nouvelles; Comic books, strips; Classic science fiction; Horror and supernatural fiction; Classic fiction; Science in literature; Illustration; Gothic fiction; English language, juvenile literature; Shelley, Mary Wollstonecraft, 1797-1851. Frankenstein; Frankenstein, Victor (Fictitious character) -- Fiction; Frankenstein's monster (Fictitious character) -- Fiction; Scientists -- Fiction; Monsters -- Fiction; Frankenstein’s monster (Fictitious character); Frankenstein’s monster; Monsters--fiction; Frankenstein, victor (fictitious character); Frankenstein, victor (fictitious character)--fiction; Pr5397 .f7 1992; 823.7 f; Frankenstein, victor; Frankenstein's monster; Scientists--fiction; Frankenstein, victor (fictional character); Frankenstein, victor (fictional character)--fiction; Frankenstein (fictional character); Frankenstein (fictional character)--fiction; Pr5397 .f7 2003c; 823/.7; Fic004000; Pr5397 .f7 1969; Pr5397 .f7 2008f; 823.7; Science & technology in literature; Literary styles & movements - fiction; Books at the movies; Occupations - fiction; English fiction & prose literature - general & miscellaneous - literary criticism; Horror literature - literary criticism; English; Scot; Pr5397 .f7 2007; Shelley, mary wollstonecraft , 1797-1851; Pr5397 .f7 2012; Classics; Horror; Gothic; English & college success -> english -> fiction; Mary shelley; Mary wollstonecraft shelley; Women authors; Rhetoric; Ya; Young adult; Juvenile; History; Historical; Classic; Literature; Books; Novels; Hardcovers; Paperback; Ebook; Audio-book; Stories; Tales; Madness; Mad; Science; Life conduct; Ethics; Translations into russian; Ficción; Frankenstein (personaje literario); Monstruos; Epistolary fiction; Conducta (etica); ghost; Frankenstein films; Juvenile fiction; African american women; Man-woman relationships; Pr5397 .f7 2012d; Pr5397 .f7 2008d; 823; Drama (dramatic works by one author); Long Now Manual for Civilization",Mary Shelley,PR5397 .F7 1999c,,,,"Holt, Rinehart and Winston",,8294,408291,2001274890,45820776,,823/.7,,,,,,
,9780061862977,OL25435447M,,https://openlibrary.org/books/OL25435447M/Gris_Grimly's_Frankenstein_or_The_modern_Prometheus,208.0,,"{'preview_url': 'https://archive.org/details/grisgrimlysfrank0000grim', 'availability': 'restricted', 'formats': {}}",,,,,/books/OL25435447M,https://covers.openlibrary.org/b/id/7268160-S.jpg,https://covers.openlibrary.org/b/id/7268160-M.jpg,https://covers.openlibrary.org/b/id/7268160-L.jpg,,"Gris Grimly's Frankenstein, or, The modern Prometheus",2013,,New York,"Horror stories; Fiction; Monsters; Comic books, strips; Graphic novels; Children's fiction; Monsters, fiction; Comic books, strips, etc.; Frankenstein (fictitious character), fiction",Gris Grimly,PZ7.7.G76 Gri 2013; PZ7.7.G76Gri 2012,,,,Balzer + Bray,,,,2010046237,,,,,,,,,
,9780061862984,OL28545704M,,https://openlibrary.org/books/OL28545704M/Gris_Grimly's_Frankenstein,208.0,,,,,,,/books/OL28545704M,,,,,Gris Grimly's Frankenstein,2015,,,"Children's fiction; Monsters, fiction; Cartoons and comics; Frankenstein (fictitious character), fiction; Horror stories",Mary Shelley; Gris Grimly,,,,,HarperCollins Publishers,,,,,,,,,,,,,
,9780062239228,OL37399032M,,https://openlibrary.org/books/OL37399032M/Gris_Grimly's_Frankenstein,,,,,,,,/books/OL37399032M,,,,,Gris Grimly's Frankenstein,2013,,,"Children's fiction; Monsters, fiction; Cartoons and comics; Frankenstein (fictitious character), fiction; Horror stories",Mary Shelley; Gris Grimly,,,,,HarperCollins Publishers,,,,,,,,,,,,,
014230171X,9780142301715,OL7360491M,,https://openlibrary.org/books/OL7360491M/Frankenstein_Dracula_Flip_Book,1.0,,,,,,,/books/OL7360491M,,,,,Frankenstein / Dracula Flip Book,"June 3, 2002",,,"Children's fiction; Frankenstein (fictitious character), fiction; Dracula, count (fictitious character), fiction",Bram Stoker,,,,,Puffin,,3798438,1608653,,57342600,,,,,,,,
,9780143131847,OL28642473M,,https://openlibrary.org/books/OL28642473M/Frankenstein,288.0,,,,,,,/books/OL28642473M,https://covers.openlibrary.org/b/id/11466753-S.jpg,https://covers.openlibrary.org/b/id/11466753-M.jpg,https://covers.openlibrary.org/b/id/11466753-L.jpg,,Frankenstein,"January 16, 2018",,,"Frankenstein, victor; Frankenstein's monster; Shelley, mary wollstonecraft , 1797-1851; Scientists; Scientists--fiction; Monsters; Monsters--fiction; Medicine in literature; Science in literature; Pr5397 .f7 2018d; 823/.7; Frankestein (personaje ficticio); Frankestein (personaje ficticio)--novela; Científicos; Científicos--novela; Monstruos; Monstruos--novela; Pr5397 .f7 2008e; Hl 4343; Women and literature--history; Women and literature--england--history--19th century; Horror tales, english--history and criticism; Monsters in literature; Pr5397.f73 m36 1996; Fiction, horror; Victor Frankenstein (Fictitious character); Fiction; Frankenstein’s monster (Fictitious character); Long Now Manual for Civilization",Mary Shelley,PR5397,,,The 1818 Text,"Penguin Books, Limited",,,,,,,,,,,,,
,9780192725042,OL28426003M,,https://openlibrary.org/books/OL28426003M/Frankenstein,32.0,,"{'preview_url': 'https://archive.org/details/frankenstein0000moul', 'availability': 'borrow', 'formats': {}, 'borrow_url': 'https://openlibrary.org/books/OL28426003M/Frankenstein/borrow', 'checkedout': False}",,,,,/books/OL28426003M,https://covers.openlibrary.org/b/id/11634578-S.jpg,https://covers.openlibrary.org/b/id/11634578-M.jpg,https://covers.openlibrary.org/b/id/11634578-L.jpg,,Frankenstein,2002,,,Children's fiction; Horror stories; Pictorial works; Juvenile fiction; Monsters,Chris Mould,,,,,Oxford University Press,,,,,,,,,,,,,
0192831526,,OL1415181M,,https://openlibrary.org/books/OL1415181M/The_last_man,,p. cm.,"{'preview_url': 'https://archive.org/details/lastman0000shel_a4f9', 'availability': 'borrow', 'formats': {}, 'borrow_url': 'https://openlibrary.org/books/OL1415181M/The_last_man/borrow', 'checkedout': False}",,,,21st Century,/books/OL1415181M,https://covers.openlibrary.org/b/id/118945-S.jpg,https://covers.openlibrary.org/b/id/118945-M.jpg,https://covers.openlibrary.org/b/id/118945-L.jpg,Mary W. Shelley ; edited with an introduction by Morton D. Paley.,The  last man,1994,,Oxford; New York,"Fiction; Plague; Twenty-first century; End of the world; British and irish fiction (fictional works by one author); Fiction, fantasy, general; Fiction, science fiction, general; English literature; Twenty-first century -- Fiction; End of the world -- Fiction; Plague -- Fiction; Long Now Manual for Civilization",Mary Shelley,PR5397 .L3 1994,,Includes bibliographical references.,,Oxford University Press,,12137,1415901,93024629,,,823/.7,,,,,,
0192832891,,OL6898272M,,https://openlibrary.org/books/OL6898272M/Valperga_or_The_life_and_adventures_of_Castruccio_Prince_of_Lucca,424.0,"xxxiv, 424 p. :","{'preview_url': 'https://archive.org/details/valpergaorlifead0000shel_d7n2', 'availability': 'borrow', 'formats': {}, 'borrow_url': 'https://openlibrary.org/books/OL6898272M/Valperga_or_The_life_and_adventures_of_Castruccio_Prince_of_Lucca/borrow', 'checkedout': False}",Castruccio Castracani (1281-1328),,Italy; Lucca (Italy),1268-1492; 14th century,/books/OL6898272M,https://covers.openlibrary.org/b/id/119046-S.jpg,https://covers.openlibrary.org/b/id/119046-M.jpg,https://covers.openlibrary.org/b/id/119046-L.jpg,Mary Shelley ; edited with an introduction and notes by Michael Rossington.,"Valperga, or, The life and adventures of Castruccio, Prince of Lucca",2000,,Oxford; New York,"Fiction; History; Condottieri; Guelfs and Ghibellines; Romans, nouvelles; British and irish fiction (fictional works by one author); Fiction, historical; Italy, fiction; Nobility",Mary Shelley,PR5397 .V3 2000; PR5397.V3 2000,,Includes bibliographical references (p. [xxvi]-xxxii).,,Oxford University Press,,70685,272062,00702552,44101142,,823/.7,,,,,,
0192838652,,OL480386M,,https://openlibrary.org/books/OL480386M/The_last_man,479.0,"xxviii, 479 p. ;","{'preview_url': 'https://archive.org/details/lastman0000shel_k1o6', 'availability': 'borrow', 'formats': {}, 'borrow_url': 'https://openlibrary.org/books/OL480386M/The_last_man/borrow', 'checkedout': False}",,,,21st Century,/books/OL480386M,https://covers.openlibrary.org/b/id/119540-S.jpg,https://covers.openlibrary.org/b/id/119540-M.jpg,https://covers.openlibrary.org/b/id/119540-L.jpg,Mary Shelley ; edited with an introduction and notes by Morton D. Paley.,The  last man,1998,,Oxford; New York,"Fiction; Plague; Twenty-first century; End of the world; British and irish fiction (fictional works by one author); Fiction, fantasy, general; Fiction, science fiction, general; English literature; Twenty-first century -- Fiction; End of the world -- Fiction; Plague -- Fiction; Long Now Manual for Civilization",Mary Shelley,PR5397 .L3 1998; PR5397.L3 1998,,Includes bibliographical references (p. [xxv]-xxvi).,,Oxford University Press,,12137,966835,98207341,,,823/.7,,,,,,
